TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
1183,2025-06-18,Yoga Mat,Sports,East,Offline,10,9036.64,90366.4,Cash,4769
1184,2025-02-28,Camera,Electronics,South,Offline,9,2205.26,19847.34,Credit Card,1340
1185,2025-07-13,Shampoo,Beauty,South,Online,1,2342.45,2342.45,Credit Card,1604
1186,2025-05-14,Jacket,Clothing,West,Online,3,4428.39,13285.17,Net Banking,3131
1187,2024-09-30,Painting,Home Decor,South,Offline,5,134.29,671.45,Credit Card,2117
1188,2024-08-21,Sugar,Groceries,West,Offline,8,6016.76,48134.08,Net Banking,5505
1189,2024-12-03,Rice,Groceries,South,Offline,3,2385.14,7155.42,UPI,3230
1190,2025-01-23,Laptop,Electronics,East,Offline,1,9641.51,9641.51,Cash,9182
1191,2025-01-06,Jacket,Clothing,West,Offline,10,983.64,9836.4,Net Banking,9529
1192,2025-05-27,Jacket,Clothing,West,Offline,3,6365.56,19096.68,UPI,3223
1193,2024-08-16,Headphones,Electronics,East,Online,9,1975.89,17783.01,Cash,2135
1194,2025-05-17,Curtains,Home Decor,East,Offline,5,5698.94,28494.7,UPI,8197
1195,2025-02-03,Face Wash,Beauty,West,Offline,7,5035.52,35248.64,Cash,2444
1196,2025-05-29,Lamp,Home Decor,South,Online,8,6498.68,51989.44,UPI,6783
1197,2024-08-24,Sugar,Groceries,North,Offline,1,6365.94,6365.94,UPI,4292
1198,2024-08-17,Lamp,Home Decor,North,Online,6,1831.79,10990.74,UPI,5406
1199,2025-02-17,Tennis Racket,Sports,West,Online,3,5674.3,17022.9,Net Banking,9960
1200,2025-05-09,Wheat,Groceries,West,Online,5,8485.86,42429.3,Credit Card,1561
1201,2025-04-01,Camera,Electronics,North,Offline,1,7584.83,7584.83,UPI,8366
1202,2025-04-03,Headphones,Electronics,East,Offline,2,1720.33,3440.66,Cash,4101
1203,2024-09-30,Yoga Mat,Sports,South,Online,3,878.79,2636.37,Credit Card,8870
1204,2024-12-08,T-Shirt,Clothing,South,Offline,3,9085.93,27257.79,UPI,9711
1205,2025-04-21,Tennis Racket,Sports,West,Online,10,2234.89,22348.9,Cash,9267
1206,2025-02-03,Headphones,Electronics,North,Offline,9,3611.17,32500.53,Credit Card,5960
1207,2024-11-06,Football,Sports,South,Offline,4,4421.69,17686.76,Credit Card,8597
1208,2025-01-22,Rice,Groceries,South,Online,7,1659.22,11614.54,UPI,7121
1209,2025-06-28,T-Shirt,Clothing,West,Offline,4,1554.83,6219.32,Cash,4085
1210,2025-02-09,Jeans,Clothing,East,Online,2,3419.19,6838.38,UPI,5107
1211,2024-07-26,Smartphone,Electronics,South,Offline,2,513.39,1026.78,Cash,2150
1212,2025-03-13,Perfume,Beauty,North,Online,5,8664,43320,Credit Card,7037
1213,2024-08-13,Camera,Electronics,West,Online,4,6477.25,25909,Credit Card,4064
1214,2024-10-27,Jacket,Clothing,West,Online,1,7123.43,7123.43,Net Banking,1350
1215,2024-09-01,Lipstick,Beauty,West,Offline,8,7957.9,63663.2,Credit Card,3425
1216,2024-12-19,Camera,Electronics,East,Offline,5,9536.47,47682.35,UPI,5809
1217,2024-10-04,Wheat,Groceries,East,Offline,2,760.28,1520.56,Cash,1072
1218,2024-08-20,Jeans,Clothing,West,Offline,6,5449.47,32696.82,Credit Card,9887
1219,2025-05-25,Sugar,Groceries,East,Offline,3,361.98,1085.94,Cash,3079
1220,2025-02-13,Jacket,Clothing,North,Offline,1,1329.28,1329.28,Net Banking,2469
1221,2025-04-30,Cricket Bat,Sports,South,Online,1,9424.11,9424.11,Cash,7212
1222,2024-10-04,Painting,Home Decor,South,Online,5,9288.87,46444.35,Credit Card,2019
1223,2025-04-25,Shampoo,Beauty,South,Offline,10,2792.43,27924.3,Credit Card,5284
1224,2024-12-29,Tennis Racket,Sports,East,Offline,9,3481.99,31337.91,Net Banking,1313
1225,2025-04-23,Shampoo,Beauty,South,Offline,6,1905.87,11435.22,Credit Card,5452
1226,2024-08-30,Lamp,Home Decor,North,Offline,7,370.57,2593.99,Credit Card,8226
1227,2025-06-28,Lipstick,Beauty,East,Offline,5,4040.25,20201.25,Cash,5038
1228,2025-04-21,Sweater,Clothing,West,Offline,9,4428.24,39854.16,Net Banking,6244
1229,2024-07-21,Jeans,Clothing,North,Offline,8,3406.42,27251.36,Credit Card,3554
1230,2024-09-14,Headphones,Electronics,West,Offline,2,1594.88,3189.76,Credit Card,5261
1231,2024-10-06,Smartphone,Electronics,South,Online,1,4720.55,4720.55,UPI,2318
1232,2025-07-07,Shampoo,Beauty,East,Offline,9,8015.78,72142.02,Cash,9859
1233,2025-02-26,Oil,Groceries,South,Offline,4,2767.54,11070.16,Credit Card,9900
1234,2025-04-14,Face Wash,Beauty,West,Offline,6,886.62,5319.72,Credit Card,3647
1235,2024-11-14,Shampoo,Beauty,North,Offline,3,3703.96,11111.88,UPI,8846
1236,2025-01-09,Jacket,Clothing,North,Offline,4,8211.54,32846.16,Credit Card,2558
1237,2025-02-04,Perfume,Beauty,East,Online,9,2308.54,20776.86,UPI,9301
1238,2025-05-28,Headphones,Electronics,West,Online,2,7828.36,15656.72,Net Banking,5247
1239,2025-01-24,Sugar,Groceries,East,Online,9,1495.86,13462.74,UPI,4778
1240,2024-12-04,Cricket Bat,Sports,East,Online,6,6810.22,40861.32,Credit Card,5837
1241,2025-06-05,Smartphone,Electronics,North,Offline,9,2297.15,20674.35,Cash,2861
1242,2025-05-29,Face Wash,Beauty,West,Online,10,6253.93,62539.3,Credit Card,4767
1243,2025-05-30,Wheat,Groceries,North,Offline,7,4462.84,31239.88,UPI,9395
1244,2024-10-20,Cricket Bat,Sports,North,Online,6,786.82,4720.92,Credit Card,6142
1245,2024-07-29,Jacket,Clothing,East,Offline,10,2835.15,28351.5,Credit Card,3566
1246,2024-08-01,Lipstick,Beauty,West,Online,1,9685.07,9685.07,Net Banking,2021
1247,2025-06-17,Oil,Groceries,South,Online,9,5464.8,49183.2,Net Banking,6924
1248,2025-06-28,Vase,Home Decor,North,Offline,9,206.68,1860.12,Credit Card,9295
1249,2024-08-27,Painting,Home Decor,North,Offline,7,4010.11,28070.77,Cash,6047
1250,2025-07-15,Face Wash,Beauty,West,Offline,10,4474.01,44740.1,Credit Card,1060
1251,2025-01-14,Camera,Electronics,West,Offline,5,8375.33,41876.65,Net Banking,7907
1252,2025-03-19,Sweater,Clothing,West,Online,5,6971.26,34856.3,Net Banking,1023
1253,2025-07-04,Camera,Electronics,South,Online,2,9331.37,18662.74,Net Banking,7525
1254,2025-04-08,Lamp,Home Decor,West,Offline,8,3980.78,31846.24,UPI,9325
1255,2025-04-24,Perfume,Beauty,South,Online,6,9526.84,57161.04,Net Banking,2810
1256,2025-04-15,Shampoo,Beauty,North,Offline,3,7254.7,21764.1,Cash,7989
1257,2024-07-18,Shampoo,Beauty,East,Online,2,3045.52,6091.04,Cash,5783
1258,2025-02-20,T-Shirt,Clothing,North,Offline,3,3346.56,10039.68,Cash,3382
1259,2024-07-25,Painting,Home Decor,East,Offline,2,9781.01,19562.02,Net Banking,1486
1260,2025-07-02,Yoga Mat,Sports,North,Online,3,3412.37,10237.11,UPI,7818
1261,2024-10-22,Football,Sports,South,Offline,5,4856.45,24282.25,Cash,6267
1262,2025-07-04,Jacket,Clothing,North,Online,4,7545.49,30181.96,Cash,2407
1263,2024-09-19,Face Wash,Beauty,North,Offline,5,1450.23,7251.15,Cash,1235
1264,2025-05-15,Camera,Electronics,North,Offline,4,5650.34,22601.36,Credit Card,9644
1265,2025-03-10,Jeans,Clothing,West,Offline,8,8083.08,64664.64,Credit Card,5501
1266,2024-08-16,Laptop,Electronics,West,Online,7,7898.94,55292.58,Cash,3360
1267,2024-08-26,Wheat,Groceries,North,Offline,8,1017.02,8136.16,Credit Card,1371
1268,2024-11-21,Lamp,Home Decor,East,Online,5,7576.54,37882.7,Credit Card,3446
1269,2024-07-30,Painting,Home Decor,East,Online,7,8727.83,61094.81,UPI,2914
1270,2024-08-14,Jeans,Clothing,South,Offline,3,9630.85,28892.55,Cash,3858
1271,2025-04-01,Wheat,Groceries,West,Offline,5,8173.59,40867.95,Credit Card,3882
1272,2025-07-07,Perfume,Beauty,West,Online,8,6243.74,49949.92,Net Banking,1640
1273,2025-01-09,Oil,Groceries,West,Online,3,4007.88,12023.64,Credit Card,1753
1274,2025-02-10,Cricket Bat,Sports,East,Online,1,5612.19,5612.19,Cash,7600
1275,2025-04-23,Shampoo,Beauty,North,Online,1,715.88,715.88,Cash,3779
1276,2024-10-19,Headphones,Electronics,East,Offline,5,565.77,2828.85,UPI,5363
1277,2024-09-23,Painting,Home Decor,South,Offline,1,8166.8,8166.8,Cash,8184
1278,2025-03-29,Oil,Groceries,South,Offline,3,1496.79,4490.37,Net Banking,8260
1279,2024-09-01,Football,Sports,South,Online,9,3105.42,27948.78,Net Banking,7985
1280,2024-11-27,Oil,Groceries,East,Online,2,2168.43,4336.86,UPI,2521
1281,2025-01-20,Smartphone,Electronics,East,Online,6,4680.91,28085.46,Cash,7757
1282,2025-07-15,Camera,Electronics,West,Online,5,8501.9,42509.5,Net Banking,3105
1283,2025-07-09,T-Shirt,Clothing,East,Offline,5,707.99,3539.95,Net Banking,7871
1284,2024-10-14,Smartphone,Electronics,North,Online,6,2217.12,13302.72,Cash,3812
1285,2025-05-28,Yoga Mat,Sports,East,Offline,7,2079.76,14558.32,UPI,9508
1286,2024-11-14,Rice,Groceries,West,Offline,9,1796.58,16169.22,Cash,8203
1287,2025-02-10,Face Wash,Beauty,West,Online,8,7558.46,60467.68,Net Banking,2722
1288,2024-09-25,Camera,Electronics,South,Offline,3,6140.85,18422.55,Credit Card,9856
1289,2024-08-31,Tennis Racket,Sports,East,Offline,8,1823.58,14588.64,Net Banking,3736
1290,2025-06-21,Wheat,Groceries,North,Online,3,2711.27,8133.81,UPI,9270
1291,2025-06-30,Curtains,Home Decor,West,Online,6,2692.26,16153.56,Cash,5333
1292,2024-10-24,Sweater,Clothing,East,Online,8,8376.82,67014.56,UPI,2155
1293,2025-03-29,Shampoo,Beauty,East,Online,2,9434.4,18868.8,UPI,4932
1294,2024-08-05,Football,Sports,South,Online,4,6174.33,24697.32,UPI,9742
1295,2024-11-12,Sweater,Clothing,South,Online,2,7364.04,14728.08,Credit Card,8008
1296,2025-02-16,Tennis Racket,Sports,North,Online,5,676.98,3384.9,Credit Card,3929
1297,2024-11-17,Curtains,Home Decor,West,Online,7,7781.29,54469.03,UPI,1829
1298,2024-08-23,Football,Sports,East,Offline,4,9244.15,36976.6,Net Banking,2729
1299,2024-11-09,Laptop,Electronics,East,Online,2,6235.86,12471.72,Net Banking,4417
1300,2025-05-08,Lamp,Home Decor,West,Online,7,4284.8,29993.6,Net Banking,4054
1301,2024-09-11,Smartphone,Electronics,West,Offline,2,7657.28,15314.56,Credit Card,3750
1302,2024-09-20,Perfume,Beauty,North,Offline,3,6580.33,19740.99,Credit Card,2369
1303,2025-06-20,Jeans,Clothing,North,Offline,4,7270.27,29081.08,UPI,3865
1304,2024-08-23,Lamp,Home Decor,West,Offline,2,7275.15,14550.3,Credit Card,6498
1305,2024-12-10,Headphones,Electronics,East,Online,7,1285.39,8997.73,Net Banking,2511
1306,2024-11-01,Cricket Bat,Sports,East,Offline,7,9693.64,67855.48,Net Banking,3669
1307,2025-05-28,Wheat,Groceries,North,Online,7,408.48,2859.36,Net Banking,6419
1308,2024-08-21,Perfume,Beauty,North,Online,9,589.31,5303.79,Net Banking,1804
1309,2025-03-16,Football,Sports,South,Offline,9,6986.42,62877.78,Net Banking,6276
1310,2024-12-01,T-Shirt,Clothing,West,Online,9,3623.91,32615.19,UPI,4185
1311,2025-02-28,Face Wash,Beauty,West,Offline,6,8231.67,49390.02,UPI,1580
1312,2024-12-06,Laptop,Electronics,East,Offline,2,2763.35,5526.7,Credit Card,3008
1313,2025-01-22,Headphones,Electronics,South,Online,4,1603.52,6414.08,Credit Card,3415
1314,2025-05-27,Wheat,Groceries,North,Offline,5,2338.94,11694.7,Cash,1857
1315,2024-08-19,Lamp,Home Decor,North,Offline,3,7322.82,21968.46,Credit Card,9383
1316,2025-06-15,Tennis Racket,Sports,West,Offline,6,8968.92,53813.52,Credit Card,8594
1317,2024-07-26,Face Wash,Beauty,North,Offline,4,9837.62,39350.48,Net Banking,4849
1318,2025-03-14,T-Shirt,Clothing,East,Online,3,1386.59,4159.77,Cash,8016
1319,2024-12-24,Jeans,Clothing,South,Online,8,5405.38,43243.04,UPI,8944
1320,2024-10-09,Sugar,Groceries,South,Online,7,2170.46,15193.22,Net Banking,1624
1321,2025-07-18,Face Wash,Beauty,North,Offline,2,7492.53,14985.06,Net Banking,5685
1322,2025-03-18,Tennis Racket,Sports,North,Offline,4,5167.53,20670.12,UPI,4236
1323,2025-05-25,Jacket,Clothing,East,Offline,2,8250.27,16500.54,Credit Card,4307
1324,2024-11-02,Jacket,Clothing,East,Offline,2,2507.06,5014.12,Net Banking,7150
1325,2025-05-09,Headphones,Electronics,South,Online,2,9668.16,19336.32,Net Banking,9693
1326,2025-01-29,Curtains,Home Decor,South,Offline,9,9206.47,82858.23,Net Banking,6646
1327,2024-09-23,T-Shirt,Clothing,North,Online,5,4437.55,22187.75,Net Banking,4042
1328,2024-11-12,Curtains,Home Decor,South,Online,4,859.7,3438.8,UPI,3423
1329,2024-11-04,Lamp,Home Decor,North,Online,2,2390.43,4780.86,Net Banking,9868
1330,2025-02-10,Headphones,Electronics,North,Offline,8,3353.63,26829.04,Net Banking,8897
1331,2025-06-06,Shampoo,Beauty,West,Offline,6,2086,12516,Credit Card,4100
1332,2025-07-09,Face Wash,Beauty,South,Online,3,6322.24,18966.72,Credit Card,6410
1333,2025-05-19,Cricket Bat,Sports,South,Online,4,9407.7,37630.8,UPI,7314
1334,2024-10-31,Wheat,Groceries,East,Offline,6,2192.48,13154.88,Credit Card,7553
1335,2025-07-11,Vase,Home Decor,South,Online,7,5859.3,41015.1,Cash,2600
1336,2025-02-18,Lamp,Home Decor,North,Online,3,2223.38,6670.14,UPI,6570
1337,2025-02-16,Sweater,Clothing,North,Offline,7,6564.6,45952.2,Credit Card,7308
1338,2024-11-07,Face Wash,Beauty,West,Offline,8,221.72,1773.76,Cash,6878
1339,2025-03-31,Sweater,Clothing,East,Online,9,5282.66,47543.94,Credit Card,7632
1340,2024-11-01,Sugar,Groceries,North,Offline,5,1240.09,6200.45,Net Banking,1836
1341,2024-10-26,Headphones,Electronics,West,Offline,7,9374.19,65619.33,Cash,8039
1342,2025-03-16,Headphones,Electronics,West,Online,10,5479.88,54798.8,Credit Card,7180
1343,2025-05-30,Cricket Bat,Sports,East,Online,5,850.76,4253.8,Credit Card,5792
1344,2024-09-18,Jacket,Clothing,West,Offline,2,2429.21,4858.42,Net Banking,9263
1345,2024-11-21,Sweater,Clothing,South,Online,5,265.42,1327.1,Cash,2627
1346,2025-05-27,Laptop,Electronics,West,Offline,9,587.81,5290.29,Credit Card,3011
1347,2025-03-29,Shampoo,Beauty,East,Offline,1,2172.3,2172.3,Cash,7196
1348,2025-04-12,Vase,Home Decor,South,Offline,4,6239.75,24959,Credit Card,2389
1349,2025-03-29,Shampoo,Beauty,West,Online,5,7328.37,36641.85,Credit Card,7950
1350,2024-10-29,Cricket Bat,Sports,South,Online,10,2302.9,23029,Cash,9373
1351,2025-06-20,Sweater,Clothing,South,Offline,8,8545.88,68367.04,UPI,5115
1352,2025-05-28,Headphones,Electronics,West,Online,10,8638.22,86382.2,Credit Card,8039
1353,2024-11-02,Rice,Groceries,East,Online,7,3091.65,21641.55,UPI,8952
1354,2025-02-20,Jeans,Clothing,West,Offline,8,1046.51,8372.08,UPI,1146
1355,2024-10-02,Painting,Home Decor,South,Offline,6,4075.93,24455.58,Net Banking,9937
1356,2024-11-09,Face Wash,Beauty,South,Offline,3,8837.46,26512.38,Cash,9295
1357,2025-02-06,Jacket,Clothing,West,Online,2,1425.2,2850.4,Net Banking,6575
1358,2024-08-18,Curtains,Home Decor,South,Offline,2,7076.23,14152.46,UPI,7626
1359,2025-05-18,T-Shirt,Clothing,North,Offline,4,572.88,2291.52,Credit Card,9346
1360,2024-12-01,Camera,Electronics,West,Offline,6,1718.49,10310.94,Cash,2401
1361,2025-05-05,Lipstick,Beauty,West,Offline,9,9143.07,82287.63,Credit Card,4388
1362,2024-11-01,Jeans,Clothing,South,Online,1,2644.7,2644.7,Net Banking,1808
1363,2025-01-18,Lipstick,Beauty,South,Online,6,2267.96,13607.76,Cash,3183
1364,2024-11-03,Rice,Groceries,North,Offline,6,4637.83,27826.98,UPI,5481
1365,2024-11-26,Yoga Mat,Sports,East,Offline,6,1332.68,7996.08,Cash,1473
1366,2024-12-16,Lipstick,Beauty,West,Offline,10,2517.1,25171,Cash,5338
1367,2024-08-24,Yoga Mat,Sports,West,Online,8,4429.28,35434.24,UPI,1551
1368,2025-05-31,Jacket,Clothing,West,Offline,8,1803.45,14427.6,Net Banking,2830
1369,2025-07-07,Face Wash,Beauty,West,Online,4,5502.62,22010.48,Cash,5971
1370,2024-07-18,Cricket Bat,Sports,South,Offline,10,6248.89,62488.9,Cash,4090
1371,2024-08-26,Jacket,Clothing,North,Online,7,4165.04,29155.28,Cash,2013
1372,2024-11-25,Sugar,Groceries,North,Offline,8,5891.95,47135.6,UPI,8858
1373,2025-01-18,Lamp,Home Decor,West,Offline,6,2724.58,16347.48,Credit Card,9755
1374,2024-12-25,Rice,Groceries,East,Online,3,1175.97,3527.91,Credit Card,6593
1375,2025-07-09,Oil,Groceries,South,Online,5,5871.51,29357.55,Credit Card,1955
1376,2024-12-28,Jacket,Clothing,North,Online,10,6084.2,60842,Credit Card,1162
1377,2025-01-29,Perfume,Beauty,North,Offline,9,281.94,2537.46,Cash,3007
1378,2025-05-31,Sugar,Groceries,East,Offline,1,5317.26,5317.26,UPI,1603
1379,2025-03-07,Sugar,Groceries,West,Online,6,2237.66,13425.96,Credit Card,6672
1380,2025-04-02,T-Shirt,Clothing,South,Online,1,2057.42,2057.42,Credit Card,2035
1381,2025-01-20,Camera,Electronics,North,Online,3,3878.46,11635.38,Credit Card,2759
1382,2024-10-21,Sugar,Groceries,West,Online,2,5863.92,11727.84,Net Banking,7787
1383,2024-11-19,Lamp,Home Decor,West,Online,2,954.15,1908.3,Cash,9060
1384,2024-11-25,Face Wash,Beauty,South,Offline,7,1205.44,8438.08,Net Banking,6575
1385,2024-12-06,Sugar,Groceries,East,Online,1,779.02,779.02,Net Banking,9127
1386,2024-09-02,T-Shirt,Clothing,South,Online,6,5024.69,30148.14,Cash,3387
1387,2025-06-26,Wheat,Groceries,North,Offline,10,4919.8,49198,Cash,5897
1388,2024-07-21,Yoga Mat,Sports,East,Offline,7,5979.44,41856.08,UPI,6165
1389,2025-05-26,Curtains,Home Decor,North,Offline,7,8192.48,57347.36,UPI,2668
1390,2024-07-29,Yoga Mat,Sports,East,Offline,4,3498.24,13992.96,Credit Card,5107
1391,2024-12-24,Painting,Home Decor,North,Online,7,3928.4,27498.8,UPI,8523
1392,2025-07-05,Rice,Groceries,West,Offline,5,9260.2,46301,Cash,4114
1393,2025-05-15,Jacket,Clothing,North,Online,7,9382.63,65678.41,Net Banking,1092
1394,2024-10-28,Cricket Bat,Sports,North,Offline,7,8322.54,58257.78,Net Banking,6848
1395,2025-02-21,Smartphone,Electronics,West,Online,4,6592.34,26369.36,Credit Card,4017
1396,2024-10-21,Jacket,Clothing,South,Online,7,3544.41,24810.87,Cash,8677
1397,2025-01-09,Smartphone,Electronics,West,Online,7,8294.77,58063.39,Net Banking,3071
1398,2024-09-06,Smartphone,Electronics,East,Online,3,1037.97,3113.91,Credit Card,6634
1399,2025-05-01,Curtains,Home Decor,South,Offline,4,6470.96,25883.84,UPI,1700
1400,2025-02-26,Tennis Racket,Sports,West,Online,5,113.33,566.65,Cash,4167
1401,2024-10-09,Camera,Electronics,North,Online,8,8503.14,68025.12,Cash,4362
1402,2024-07-26,Face Wash,Beauty,North,Online,1,5254.48,5254.48,Credit Card,9321
1403,2025-07-04,Lamp,Home Decor,South,Online,4,285.22,1140.88,UPI,1097
1404,2024-07-18,Sugar,Groceries,East,Online,1,5361.04,5361.04,Net Banking,9787
1405,2024-09-23,Headphones,Electronics,South,Online,9,747.39,6726.51,Credit Card,2888
1406,2024-10-17,T-Shirt,Clothing,South,Offline,10,8549.51,85495.1,Net Banking,6151
1407,2025-02-15,Shampoo,Beauty,North,Offline,5,8217.26,41086.3,Cash,1367
1408,2024-10-10,Lipstick,Beauty,West,Offline,9,1557.19,14014.71,Net Banking,2167
1409,2025-06-02,Tennis Racket,Sports,West,Online,3,2267.21,6801.63,Net Banking,9985
1410,2025-01-06,Sweater,Clothing,East,Online,5,4037.46,20187.3,UPI,5757
1411,2024-11-16,Perfume,Beauty,North,Offline,4,7984.99,31939.96,Net Banking,4046
1412,2025-05-05,Shampoo,Beauty,North,Offline,6,5614.48,33686.88,Cash,6967
1413,2024-07-28,Camera,Electronics,East,Online,6,8822,52932,Credit Card,7963
1414,2024-10-21,Perfume,Beauty,South,Online,4,1487.13,5948.52,Cash,8229
1415,2025-05-27,Yoga Mat,Sports,North,Offline,7,9791.84,68542.88,Net Banking,9120
1416,2025-07-01,Camera,Electronics,South,Offline,2,2399.7,4799.4,Net Banking,3784
1417,2025-01-04,Jacket,Clothing,East,Offline,7,1844.95,12914.65,Net Banking,5628
1418,2025-04-07,Curtains,Home Decor,East,Online,10,7075.61,70756.1,Net Banking,9710
1419,2024-11-15,Jeans,Clothing,South,Online,3,4346.63,13039.89,Cash,8018
1420,2025-01-26,Sweater,Clothing,East,Online,8,6066.92,48535.36,UPI,4338
1421,2025-01-05,Jeans,Clothing,East,Online,4,1169.08,4676.32,Credit Card,9920
1422,2025-02-27,Sugar,Groceries,East,Online,5,1002.28,5011.4,Credit Card,2791
1423,2025-02-09,Headphones,Electronics,West,Offline,2,7588.54,15177.08,UPI,4142
1424,2025-03-29,Camera,Electronics,East,Offline,6,6307.48,37844.88,Credit Card,4485
1425,2024-08-25,Jeans,Clothing,South,Online,6,3745.33,22471.98,Cash,6980
1426,2025-03-13,Vase,Home Decor,East,Offline,2,4818.23,9636.46,Net Banking,8864
1427,2025-02-18,Cricket Bat,Sports,South,Offline,10,129.99,1299.9,Net Banking,3237
1428,2025-04-26,Sugar,Groceries,East,Online,5,6692.65,33463.25,UPI,9205
1429,2024-09-28,Oil,Groceries,South,Offline,4,155.11,620.44,UPI,4365
1430,2025-01-06,Cricket Bat,Sports,South,Online,2,5144.89,10289.78,Net Banking,1403
1431,2024-11-10,Curtains,Home Decor,South,Online,4,5889.2,23556.8,UPI,5819
1432,2025-02-23,Jeans,Clothing,East,Offline,9,8801.34,79212.06,Credit Card,9901
1433,2025-07-14,Lamp,Home Decor,South,Offline,4,6316.14,25264.56,UPI,1607
1434,2024-11-08,Lamp,Home Decor,West,Online,10,9418.18,94181.8,UPI,8305
1435,2024-10-13,Perfume,Beauty,North,Offline,2,2331.78,4663.56,UPI,3910
1436,2024-12-22,Jacket,Clothing,East,Offline,2,6183.87,12367.74,Cash,1277
1437,2025-04-13,Painting,Home Decor,North,Online,7,7262.26,50835.82,Credit Card,5125
1438,2025-02-14,Face Wash,Beauty,West,Offline,10,399.21,3992.1,UPI,6002
1439,2025-06-03,Laptop,Electronics,South,Online,2,3636.11,7272.22,UPI,4455
1440,2024-08-26,Painting,Home Decor,North,Online,6,7966.44,47798.64,UPI,7577
1441,2025-05-27,Lamp,Home Decor,East,Online,9,9752.34,87771.06,UPI,7208
1442,2025-02-13,Perfume,Beauty,West,Offline,5,2406.53,12032.65,Net Banking,1263
1443,2025-04-18,Yoga Mat,Sports,West,Online,1,9707.88,9707.88,UPI,3137
1444,2024-08-29,Smartphone,Electronics,East,Online,1,4809.31,4809.31,Net Banking,4377
1445,2024-09-03,Vase,Home Decor,South,Online,9,6154.68,55392.12,Credit Card,8106
1446,2024-11-20,Painting,Home Decor,North,Offline,7,5857.51,41002.57,Cash,2597
1447,2025-07-10,Painting,Home Decor,South,Offline,2,8090.86,16181.72,UPI,7228
1448,2024-07-23,Cricket Bat,Sports,North,Offline,8,5896,47168,UPI,8830
1449,2024-11-04,Laptop,Electronics,North,Offline,7,8412.55,58887.85,Cash,2101
1450,2025-05-23,Lamp,Home Decor,West,Online,7,4196.56,29375.92,Cash,1275
1451,2025-02-11,Laptop,Electronics,West,Online,6,975.71,5854.26,Cash,6122
1452,2024-12-18,Shampoo,Beauty,South,Offline,10,9201.98,92019.8,Net Banking,9550
1453,2025-04-14,Face Wash,Beauty,East,Online,6,4302.09,25812.54,Cash,9015
1454,2024-08-16,Vase,Home Decor,South,Online,5,7926.53,39632.65,Credit Card,3337
1455,2025-02-26,Rice,Groceries,East,Offline,5,2139.72,10698.6,Net Banking,1436
1456,2024-08-12,Sugar,Groceries,East,Online,10,4206.51,42065.1,Cash,7435
1457,2025-01-04,Yoga Mat,Sports,West,Offline,4,7572.8,30291.2,UPI,7941
1458,2024-10-17,Curtains,Home Decor,South,Online,2,805.78,1611.56,UPI,4588
1459,2025-03-17,Wheat,Groceries,North,Online,1,7694.68,7694.68,UPI,2728
1460,2025-01-16,Football,Sports,North,Online,6,1812.47,10874.82,Credit Card,4010
1461,2025-05-27,Smartphone,Electronics,West,Offline,10,6866.3,68663,UPI,6571
1462,2025-03-15,Sweater,Clothing,West,Online,1,5142.95,5142.95,Cash,7558
1463,2024-08-28,Jacket,Clothing,East,Online,6,4763.88,28583.28,Net Banking,3771
1464,2024-10-06,Jeans,Clothing,East,Offline,9,7180.84,64627.56,Cash,6430
1465,2025-06-29,Camera,Electronics,North,Offline,5,6270.17,31350.85,UPI,1260
1466,2024-08-19,Wheat,Groceries,South,Online,4,8146.21,32584.84,Credit Card,9524
1467,2025-05-10,Smartphone,Electronics,North,Offline,3,8438.43,25315.29,Credit Card,6160
1468,2025-05-14,Shampoo,Beauty,South,Online,1,6435.96,6435.96,Credit Card,1152
1469,2025-06-02,Jeans,Clothing,South,Online,5,178.03,890.15,UPI,3981
1470,2024-09-02,Shampoo,Beauty,West,Offline,8,1160.88,9287.04,Net Banking,3455
1471,2024-08-06,Shampoo,Beauty,South,Online,5,7441.69,37208.45,UPI,3099
1472,2025-07-05,Yoga Mat,Sports,South,Offline,8,4001.08,32008.64,UPI,5250
1473,2024-10-20,Yoga Mat,Sports,East,Online,4,1900.11,7600.44,Net Banking,8388
1474,2025-03-16,Jeans,Clothing,West,Offline,8,2070.14,16561.12,UPI,9622
1475,2024-10-30,Lamp,Home Decor,East,Offline,4,2796.47,11185.88,Cash,2878
1476,2025-07-18,Oil,Groceries,North,Online,1,3485.82,3485.82,Cash,1889
1477,2024-09-15,Football,Sports,South,Online,10,2152.77,21527.7,Credit Card,7634
1478,2024-10-09,Painting,Home Decor,South,Offline,8,1099.72,8797.76,UPI,9224
1479,2025-02-22,Vase,Home Decor,West,Online,1,6432.65,6432.65,Cash,8535
1480,2025-05-06,Rice,Groceries,North,Offline,8,422.94,3383.52,Net Banking,2253
1481,2024-07-21,Laptop,Electronics,West,Offline,6,5437.65,32625.9,Cash,7664
1482,2025-03-16,Wheat,Groceries,East,Online,4,5128.61,20514.44,Cash,7542
1483,2025-02-22,Vase,Home Decor,North,Offline,9,5222.62,47003.58,UPI,6009
1484,2025-04-07,Shampoo,Beauty,West,Offline,10,4750.27,47502.7,Net Banking,3286
1485,2025-04-17,Tennis Racket,Sports,South,Online,3,2320.77,6962.31,UPI,5271
1486,2025-05-28,Sweater,Clothing,South,Offline,7,8561.07,59927.49,Net Banking,5290
1487,2024-09-20,Smartphone,Electronics,North,Online,7,5234.22,36639.54,Cash,9837
